C1_B,C2_B,C3_B,C4_B,,C1_G,C2_G,C3_G,C4_G,C1_BG,C4_BG,DropoutRate,TOT_6_10_15,Enrolled_primary,P_Enrollment_Rate,P_URB_POP,OVERALL_LIT_Rate,FEMALE_LIT,SCH1,SCH2,SCH3,SCH6,Total_schools_withPrimary,SCOMP1,SCOMP2,SCOMP3,SCOMP6,Schools_with_computers,Percent_schools_with_computers,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL6,Schools_with_boys_toilets,Percent_schools_with_boys_toilet,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL6,Schools_with_girls_toilets,Percent_schools_with_girls_toilet,SPLAY1,SPLAY2,SPLAY3,SPLAY6,Schools_with_playground,Percent_schools_with_playground,SWAT1,SWAT2,SWAT3,SWAT6,Schools_with_drinking_water,Percent_schools_with_drinking_water,SELE1,SELE2,SELE3,SELE6,Schools_with_electricity,Percent_schools_with_electricity,ROAD1,ROAD2,ROAD3,ROAD6,Schools_with_Roads,Percent_schools_with_Roads,CLS1,CLS2,CLS3,CLS6,Number of Classrooms,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ6G,Classrooms_requiring_major repair,Percent_classrooms_requiring_major repair,STCH1,STCH2,STCH3,STCH6,Total_sinle_teacher_schools,Percent_single_teacher_schools
33219,31383,30044,28904,12.98955417,25587,25657,24873,23985,58806,52889,10.06189845,262257,223652,85.27970655,19.9,73.53,62.29,2133,808,20,116,3077,330,556,19,103,1008,32.75918102,1782,753,20,103,2658,86.38284043,1845,786,20,115,2766,89.89275268,1204,568,19,108,1899,61.7159571,2074,808,20,116,3018,98.08254794,1007,600,19,109,1735,56.38609035,1921,797,20,114,2852,92.68768281,5693,6036,170,958,12857,664,732,0,84,1480,11.51123901,28,1,0,0,29,0.942476438
28124,26760,26848,26710,5.027734319,23798,22877,23033,23456,51922,50166,3.381996071,231868,201606,86.94860869,25.47,79.03,70.02,1007,873,8,70,1958,327,618,7,67,1019,52.04290092,999,860,8,64,1931,98.62104188,1001,870,8,66,1945,99.3360572,850,783,8,68,1709,87.28294178,1002,872,8,70,1952,99.69356486,753,783,8,68,1612,82.32890705,986,869,8,70,1933,98.72318693,3766,7163,123,781,11833,243,600,0,62,905,7.648102763,65,1,0,0,66,3.370786517
14883,14841,14324,14459,2.848887993,12757,12826,12793,12798,27640,27257,1.385672938,149867,109681,73.18555786,16.96,76.33,66.67,762,569,0,11,1342,279,451,0,10,740,55.14157973,750,552,0,11,1313,97.8390462,746,564,0,11,1321,98.43517139,679,524,0,10,1213,90.38748137,762,569,0,11,1342,100,508,515,0,10,1033,76.97466468,735,565,0,11,1311,97.6900149,2560,4386,0,118,7064,178,383,0,0,561,7.941676104,24,1,0,0,25,1.862891207
43126,41707,41227,41037,4.843945648,37380,36907,36913,36456,80506,77493,3.742578193,387414,314753,81.24461171,32.4,77.72,68.55,2549,1145,23,46,3763,977,871,21,42,1911,50.78394898,2512,1115,22,45,3694,98.16635663,2521,1115,23,46,3705,98.45867659,2459,1080,21,45,3605,95.80122243,2542,1145,23,46,3756,99.81397821,2094,1071,22,46,3233,85.91549296,2525,1138,23,45,3731,99.14961467,7980,8360,286,535,17161,482,750,0,11,1243,7.243167648,80,5,1,0,86,2.285410577
23332,22478,22737,22592,3.171609806,20749,20187,20218,20026,44081,42618,3.318890225,226616,172319,76.04008543,18.98,84.2,76.29,2080,996,43,72,3191,1204,893,43,72,2212,69.31996239,2062,984,43,71,3160,99.02851771,2062,982,43,69,3156,98.90316515,1733,903,37,70,2743,85.96051395,2080,996,43,72,3191,100,1756,959,38,71,2824,88.49890317,2003,968,43,72,3086,96.70949546,5250,5655,469,610,11984,422,534,7,1,964,8.044058745,37,2,0,0,39,1.222187402
10932,10537,11139,11619,-6.284302964,10482,10175,10320,11365,21414,22984,-7.33165219,113298,86569,76.40823316,16.35,82.43,74.55,1818,1084,6,11,2919,615,849,6,9,1479,50.668037,1800,1078,6,11,2895,99.17780062,1802,1077,4,10,2893,99.109284,1754,1061,6,11,2832,97.01952724,1817,1084,6,11,2918,99.96574169,1626,1062,6,11,2705,92.66872217,1754,1071,6,11,2842,97.36211031,3958,5753,52,105,9868,503,826,0,0,1329,13.46777463,167,3,0,0,170,5.823912299
4943,4919,5119,5535,-11.97653247,4595,4486,4694,5163,9538,10698,-12.1618788,51637,39454,76.40645274,12.6,86.54,79.73,983,537,1,17,1538,292,475,1,16,784,50.97529259,982,536,1,17,1536,99.86996099,981,534,1,17,1533,99.67490247,982,536,1,17,1536,99.86996099,981,536,1,17,1535,99.80494148,958,536,1,17,1512,98.30949285,947,529,1,17,1494,97.13914174,2153,2869,20,159,5201,375,535,0,0,910,17.49663526,51,3,0,0,54,3.511053316
32247,31432,31794,31823,1.314850994,26926,26305,26481,26969,59173,58792,0.64387474,289670,233977,80.77363897,31.75,82.9,74.18,1462,1212,5,42,2721,707,1049,5,42,1803,66.26240353,1421,1154,5,42,2622,96.36163175,1430,1155,5,42,2632,96.7291437,1250,1085,5,40,2380,87.4678427,1462,1212,5,42,2721,100,1221,1166,5,42,2434,89.4524072,1414,1205,5,42,2666,97.97868431,4884,9062,127,479,14552,316,588,0,0,904,6.212204508,35,3,0,0,38,1.396545388
24097,23177,23322,23353,3.087521268,20944,20290,20081,20128,45041,43481,3.463511023,217977,175392,80.46353514,25.51,82.62,74.66,1455,747,4,16,2222,598,710,4,16,1328,59.7659766,1426,704,4,16,2150,96.75967597,1430,705,4,16,2155,96.98469847,1409,737,4,16,2166,97.47974797,1455,747,4,16,2222,100,909,662,4,16,1591,71.60216022,1451,747,4,16,2218,99.819982,4051,5176,48,190,9465,295,541,0,0,836,8.83254094,108,5,0,0,113,5.085508551
38873,36882,36515,37497,3.539731948,35617,34035,33674,34373,74490,71870,3.517250638,,287466,,,,,1769,888,30,77,2764,282,720,27,73,1102,39.86975398,1764,883,28,76,2751,99.52966715,1762,888,30,77,2757,99.74674385,1657,843,29,72,2601,94.10274964,1765,888,30,77,2760,99.8552822,1336,821,30,74,2261,81.80173661,1694,881,30,76,2681,96.99710564,4714,7076,319,765,12874,367,377,14,10,768,5.965511884,316,8,0,0,324,11.72214182
18025,19161,19876,20219,-12.17198336,17141,17836,18557,18758,35166,38977,-10.83717227,207805,149573,71.97757513,16.16,62.3,52.56,2396,807,12,96,3311,138,245,11,64,458,13.83267895,2350,803,6,73,3232,97.61401389,2350,803,8,72,3233,97.64421625,881,451,10,64,1406,42.46451223,2150,767,12,96,3025,91.36212625,2280,780,12,95,3167,95.65086077,2194,766,12,92,3064,92.54001812,6529,5112,108,808,12557,1043,382,10,19,1454,11.57919885,679,43,0,1,723,21.83630323
15473,16920,17169,17570,-13.55264008,14582,15782,16033,16455,30055,34025,-13.20911662,175612,129984,74.01772088,20.93,59.49,50.16,2354,450,14,63,2881,119,182,9,24,334,11.59319681,2345,448,8,47,2848,98.85456439,2352,447,10,33,2842,98.64630337,1081,320,10,45,1456,50.53800764,2081,438,14,63,2596,90.10760153,2053,403,13,62,2531,87.85144047,2086,421,13,60,2580,89.55223881,6420,2998,116,404,9938,682,148,3,7,840,8.45240491,711,8,0,0,719,24.95661229
28509,31801,33229,33878,-18.83264934,26910,29716,31509,31988,55419,65866,-18.8509356,327917,247540,75.4886145,47.51,67.7,60,3417,801,23,332,4573,292,458,22,213,985,21.53947081,3355,788,18,282,4443,97.1572272,3358,790,19,262,4429,96.85108244,1307,530,22,232,2091,45.72490706,3197,786,23,331,4337,94.839274,2375,728,23,292,3418,74.74305707,2852,748,23,292,3915,85.61119615,9630,5585,394,2806,18415,1527,286,4,45,1862,10.11132229,1440,48,1,11,1500,32.80122458
36218,37990,38163,37812,-4.401126512,34202,36082,35971,36591,70420,74403,-5.656063618,379527,293029,77.20899962,25.52,71.35,67.82,3817,1021,13,153,5004,627,612,12,117,1368,27.3381295,3812,1014,8,124,4958,99.08073541,3816,1020,9,131,4976,99.44044764,2049,770,10,123,2952,58.99280576,3745,1016,13,152,4926,98.441247,3566,1003,13,149,4731,94.54436451,3629,995,12,141,4777,95.4636291,12728,7358,111,1380,21577,1048,154,0,2,1204,5.580015758,770,22,0,4,796,15.90727418
26350,26882,26791,27184,-3.165085389,24932,25411,24969,25497,51282,52681,-2.728052728,277382,208016,74.99260947,20.55,74.32,71.05,2791,782,15,129,3717,576,444,15,89,1124,30.23944041,2788,780,10,113,3691,99.30051116,2790,781,12,119,3702,99.59644875,1790,607,14,99,2510,67.527576,2766,780,15,128,3689,99.24670433,2629,733,15,111,3488,93.83911757,2725,756,13,125,3619,97.36346516,8276,5606,224,1144,15250,979,174,0,15,1168,7.659016393,509,34,1,3,547,14.71616895
29096,30824,29542,30094,-3.430024746,26682,28475,28010,28238,55778,58332,-4.57886622,311406,230961,74.16716441,41.01,74.37,69.62,2568,897,11,175,3651,374,363,7,125,869,23.80169816,2561,895,4,167,3627,99.34264585,2560,893,8,171,3632,99.47959463,1440,585,8,155,2188,59.92878663,2538,892,11,175,3616,99.04135853,2294,849,11,174,3328,91.15310874,2491,860,11,162,3524,96.52150096,9280,6067,76,1814,17237,648,244,2,4,898,5.20972327,549,25,0,2,576,15.77649959
34755,35498,34616,34350,1.165299957,32015,33301,32307,32095,66770,66445,0.486745544,364741,268937,73.73369048,33.89,67.99,60.64,2964,794,9,300,4067,260,419,7,235,921,22.64568478,2954,791,8,292,4045,99.45906073,2957,794,5,294,4050,99.58200148,1491,499,7,241,2238,55.02827637,2960,794,9,300,4063,99.90164741,2860,734,9,284,3887,95.57413327,2832,735,9,274,3850,94.66437177,9826,5817,103,3231,18977,978,266,2,4,1250,6.58692101,421,18,0,5,444,10.91713794
26985,27735,26707,26012,3.605706874,24511,25544,24737,24185,51496,50197,2.522526021,279116,206416,73.95348171,19.52,63.53,53.4,2857,630,12,71,3570,262,274,11,53,600,16.80672269,2837,629,4,64,3534,98.99159664,2835,630,8,68,3541,99.18767507,1498,438,10,62,2008,56.2464986,2798,621,12,71,3502,98.0952381,2624,612,12,70,3318,92.94117647,2751,599,10,66,3426,95.96638655,9379,4401,104,690,14574,895,218,9,4,1126,7.726087553,401,4,0,1,406,11.37254902
21090,21394,21297,21100,-0.047415837,19223,19705,19827,19545,40313,40645,-0.823555677,223115,163181,73.13761961,29.07,69.15,62.3,2978,642,14,26,3660,302,291,14,19,626,17.10382514,2965,640,6,18,3629,99.15300546,2965,641,11,18,3635,99.31693989,1497,393,13,15,1918,52.40437158,2726,619,14,25,3384,92.45901639,2801,604,14,26,3445,94.12568306,2857,603,14,25,3499,95.6010929,8707,3791,143,210,12851,928,244,10,11,1193,9.283324255,680,27,0,3,710,19.3989071
23306,25137,23711,23266,0.171629623,21054,22711,21662,21290,44360,44556,-0.441839495,244146,182137,74.60167277,34.1,67.88,57.26,3028,602,12,46,3688,304,273,10,35,622,16.86550976,3019,597,7,35,3658,99.18655098,3021,601,7,43,3672,99.56616052,1040,328,12,36,1416,38.39479393,2807,583,12,46,3448,93.49240781,2815,543,12,43,3413,92.54338395,2888,552,12,41,3493,94.71258134,9077,3807,92,419,13395,689,143,8,3,843,6.293393057,490,15,0,4,509,13.80151844
37521,38339,36369,35863,4.418858772,33994,35119,33437,33394,71515,69257,3.157379571,372891,284036,76.17132084,28.26,61.13,50.81,2326,955,12,33,3326,338,350,11,20,719,21.61755863,2304,943,5,24,3276,98.49669272,2309,954,10,25,3298,99.15814793,1020,541,10,25,1596,47.98556825,2031,881,12,32,2956,88.87552616,2053,869,12,32,2966,89.17618761,2197,888,8,32,3125,93.95670475,11072,7440,109,276,18897,771,218,0,8,997,5.275969731,391,42,0,1,434,13.04870716
31483,33561,32771,31061,1.340405933,27906,29884,29458,28370,59389,59431,-0.070720167,329609,244494,74.17697939,28.09,64.28,54.31,3077,968,10,21,4076,305,282,10,16,613,15.03925417,3077,967,6,13,4063,99.68105986,3071,966,7,12,4056,99.50932287,845,413,7,15,1280,31.4033366,2481,877,10,21,3389,83.14524043,2912,903,10,21,3846,94.35721295,2953,917,10,21,3901,95.70657507,10681,6172,120,144,17117,1354,481,2,5,1842,10.76123152,807,42,0,0,849,20.82924436
28822,30203,30387,30474,-5.731732704,26560,27684,27876,27990,55382,58464,-5.564985013,321957,229996,71.4368689,29.47,72.36,63.65,4220,735,14,31,5000,553,326,14,22,915,18.3,4219,734,5,19,4977,99.54,4219,732,12,25,4988,99.76,1548,387,13,24,1972,39.44,4141,730,14,31,4916,98.32,4119,706,14,30,4869,97.38,3993,694,14,27,4728,94.56,13082,4576,135,305,18098,1067,268,2,11,1348,7.448336833,1228,18,0,3,1249,24.98
21064,20480,20282,19981,5.141473604,19731,19458,19086,19623,40795,39604,2.919475426,,159705,#DIV/0!,25.34,73.94,64.74,729,1015,3,41,1788,106,487,3,31,627,35.06711409,724,990,3,41,1758,98.32214765,727,998,3,40,1768,98.88143177,446,758,3,39,1246,69.68680089,729,1015,3,41,1788,100,701,1002,3,41,1747,97.70693512,673,982,3,38,1696,94.85458613,2248,8630,81,424,11383,166,850,0,4,1020,8.960730915,92,11,0,0,103,5.760626398
22370,21690,21052,21206,5.203397407,20313,20184,20439,20334,42683,41540,2.677881124,203219,167588,82.46669849,31.67,69.39,58.55,668,1022,3,67,1760,96,385,3,35,519,29.48863636,665,975,3,67,1710,97.15909091,668,981,3,67,1719,97.67045455,418,784,3,53,1258,71.47727273,668,1022,3,67,1760,100,648,1012,3,67,1730,98.29545455,598,990,3,64,1655,94.03409091,2376,8455,58,802,11691,114,801,0,25,940,8.040372936,85,12,0,0,97,5.511363636
30760,28764,27539,26010,15.44213264,27553,26230,26431,24822,58313,50832,12.82904327,239147,218109,91.20290031,23.02,67.2,56.54,1300,1297,2,67,2666,241,550,2,42,835,31.32033008,1299,1208,2,67,2576,96.62415604,1300,1223,2,67,2592,97.22430608,944,1016,2,56,2018,75.69392348,1300,1297,2,67,2666,100,1145,1254,2,66,2467,92.53563391,1089,1269,2,67,2427,91.03525881,4347,10378,55,735,15515,157,1072,0,47,1276,8.224299065,94,10,0,0,104,3.900975244
33778,32958,32320,31462,6.856533839,31849,31153,30909,29836,65627,61298,6.596370396,272154,254265,93.42688331,32.46,65.65,55.87,1233,1457,5,126,2821,206,523,4,80,813,28.81956753,1228,1446,5,123,2802,99.32647997,1229,1454,5,124,2812,99.6809642,639,965,5,109,1718,60.90038993,1229,1456,5,126,2816,99.82275789,1117,1386,5,122,2630,93.22935129,1046,1358,5,119,2528,89.61361219,4575,12442,71,1271,18359,222,997,0,66,1285,6.9992919,137,25,0,0,162,5.742644452
22089,20657,20266,19757,10.55729096,20786,19769,19348,19027,42875,38784,9.541690962,168415,161699,96.01223169,24.9,71.01,61.66,871,1155,0,52,2078,93,330,0,34,457,21.99230029,870,1147,0,52,2069,99.56689124,870,1151,0,52,2073,99.75938402,536,871,0,46,1453,69.92300289,871,1155,0,52,2078,100,776,1070,0,52,1898,91.33782483,730,1106,0,49,1885,90.71222329,3291,9544,0,796,13631,97,610,0,14,721,5.289413836,99,12,0,1,112,5.389797883
23673,22687,21990,21601,8.752587336,22366,21786,20796,20229,46039,41830,9.142248963,211778,175128,82.69414198,25.32,60.46,49.56,914,941,2,105,1962,93,287,2,70,452,23.03771662,911,932,2,105,1950,99.3883792,914,936,2,105,1957,99.745158,476,624,2,87,1189,60.60142712,914,941,2,105,1962,100,895,925,2,105,1927,98.21610601,656,806,1,94,1557,79.35779817,3136,7396,17,1105,11654,189,779,0,33,1001,8.589325553,167,11,0,0,178,9.072375127
16557,15668,15581,14917,9.905176058,15503,14889,14879,14478,32060,29395,8.312538989,151725,122472,80.71972318,16.79,67.28,56.22,540,680,3,49,1272,60,235,3,33,331,26.02201258,534,667,3,49,1253,98.50628931,540,674,3,49,1266,99.52830189,287,506,3,43,839,65.9591195,540,680,3,49,1272,100,478,651,3,47,1179,92.68867925,457,630,3,47,1137,89.38679245,1850,5439,52,587,7928,137,683,0,30,850,10.72149344,68,5,0,0,73,5.738993711
11009,10319,10028,10102,8.23871378,10255,9737,9662,9881,21264,19983,6.024266366,97470,80993,83.09531138,35.65,75.18,65.29,270,507,0,50,827,68,270,0,37,375,45.34461911,262,456,0,50,768,92.86577993,268,462,0,50,780,94.31680774,194,413,0,45,652,78.83917775,270,507,0,50,827,100,268,504,0,50,822,99.39540508,250,494,0,46,790,95.52599758,1166,4559,0,499,6224,58,562,0,28,648,10.41131105,23,6,0,0,29,3.506650544
17842,17174,17121,17048,4.450173747,16775,16652,16099,16589,34617,33637,2.830978999,155729,135300,86.88169833,56.83,80.3,73.57,358,701,5,133,1197,119,407,5,121,652,54.4695071,354,650,5,128,1137,94.98746867,356,661,5,128,1150,96.07351713,221,529,5,126,881,73.60066834,358,701,5,133,1197,100,331,685,5,133,1154,96.40768588,310,664,5,129,1108,92.5647452,1440,6556,67,1717,9780,71,685,0,30,786,8.036809816,27,2,0,0,29,2.422723475
4987,5123,4949,5232,-4.91277321,4757,4947,4863,4968,9744,10200,-4.679802956,,39826,,29.14,84.03,78.21,526,529,4,24,1083,57,268,4,22,351,32.4099723,524,523,4,24,1075,99.26131117,526,525,4,24,1079,99.63065559,311,409,4,22,746,68.88273315,526,529,4,24,1083,100,526,527,4,24,1081,99.81532779,424,489,4,23,940,86.79593721,1252,3210,68,196,4726,144,507,0,3,654,13.83834109,46,10,0,0,56,5.170821791
14594,14818,14192,14673,-0.54131835,13861,13855,13670,14002,28455,28675,-0.773150589,144551,113665,78.63314678,22.27,77.6,70.65,582,830,3,58,1473,380,584,3,55,1022,69.38221317,561,790,3,58,1412,95.85879158,575,794,3,57,1429,97.01289885,299,591,3,53,946,64.22267481,582,830,3,58,1473,100,573,826,3,58,1460,99.11744739,574,827,3,57,1461,99.18533605,1897,6373,39,626,8935,238,1074,0,25,1337,14.96362619,49,5,0,0,54,3.66598778
28543,27277,26708,26227,8.114073503,26208,25788,25446,24756,54751,50983,6.882066081,253461,210953,83.22897803,36.3,67.85,58.28,758,1113,3,88,1962,149,493,3,73,718,36.59531091,754,1105,3,88,1950,99.3883792,754,1107,3,88,1952,99.490316,359,716,3,75,1153,58.76656473,758,1113,3,88,1962,100,719,1087,3,85,1894,96.53414883,659,1009,3,81,1752,89.29663609,2990,9454,84,980,13508,268,1123,0,54,1445,10.69736452,105,18,0,0,123,6.26911315
14206,13557,13328,13376,5.842601718,13243,13044,12798,12907,27449,26283,4.247877883,137222,106459,77.58158313,19.78,73.82,66.05,935,1029,2,22,1988,58,294,2,18,372,18.71227364,935,1024,2,22,1983,99.74849095,935,1026,2,22,1985,99.84909457,435,683,2,19,1139,57.29376258,935,1028,2,22,1987,99.94969819,926,1021,2,22,1971,99.14486922,829,986,2,22,1839,92.50503018,2396,6804,40,251,9491,318,1024,0,5,1347,14.19239279,124,7,0,0,131,6.589537223
17802,17071,16738,16786,5.707223907,16533,15877,15706,16208,34335,32994,3.905635649,158348,132721,83.81602546,32.31,76.3,69.39,814,1045,0,42,1901,102,438,0,37,577,30.35244608,809,1021,0,41,1871,98.42188322,814,1030,0,42,1886,99.21094161,403,756,0,34,1193,62.75644398,814,1045,0,42,1901,100,772,1016,0,42,1830,96.26512362,721,999,0,39,1759,92.53024724,2708,8361,0,443,11512,404,1274,0,7,1685,14.63690063,71,4,0,0,75,3.945291952
14214,13560,13593,13561,4.594062192,13325,13004,12866,13035,27539,26596,3.424234722,129539,107158,82.72257776,35.5,80.5,74.89,1023,1211,6,64,2304,26,329,5,48,408,17.70833333,1023,1205,6,63,2297,99.69618056,1023,1204,6,64,2297,99.69618056,540,840,6,56,1442,62.58680556,1023,1211,6,64,2304,100,973,1183,6,64,2226,96.61458333,856,1152,6,63,2077,90.14756944,2417,7526,49,633,10625,167,609,0,8,784,7.378823529,228,30,0,0,258,11.19791667
7965,7924,7835,7800,2.071563089,7444,7346,7221,7600,15409,15400,0.058407424,73055,61135,83.68352611,28.36,86.29,81.41,274,644,8,27,953,26,361,8,26,421,44.17628541,269,628,8,27,932,97.79643232,272,643,8,27,950,99.68520462,189,568,8,27,792,83.10598111,274,644,8,27,953,100,267,641,8,27,943,98.95068206,235,623,8,27,893,93.70409234,805,4787,128,315,6035,140,510,0,4,654,10.83678542,51,44,0,0,95,9.968520462
7919,7803,7715,7774,1.831039273,7675,7276,7273,7382,15594,15156,2.808772605,75667,60817,80.37453579,21.07,79.24,72.88,854,828,4,38,1724,49,356,4,33,442,25.63805104,852,824,4,38,1718,99.65197216,853,823,4,38,1718,99.65197216,507,666,4,37,1214,70.41763341,854,828,4,38,1724,100,839,828,4,38,1709,99.12993039,772,785,4,34,1595,92.51740139,2051,5468,66,360,7945,215,603,0,3,821,10.33354311,170,26,0,0,196,11.36890951
12005,11888,11893,12170,-1.374427322,11400,11450,11532,11502,23405,23672,-1.140781884,,93840,,22.48,74.32,66.45,1464,953,0,42,2459,83,396,0,38,517,21.02480683,1461,951,0,42,2454,99.79666531,1462,952,0,42,2456,99.87799919,474,574,0,41,1089,44.28629524,1464,953,0,42,2459,100,1432,937,0,42,2411,98.04798699,1286,911,0,42,2239,91.05327369,3322,6203,0,578,10103,571,911,0,4,1486,14.70850243,272,21,0,0,293,11.91541277
13043,12434,12413,12177,6.639576784,12285,11791,11620,11707,25328,23884,5.701200253,125881,97470,77.43027145,31.38,74.33,66.56,1289,804,4,91,2188,178,487,4,85,754,34.4606947,1113,780,4,91,1988,90.85923218,1207,795,4,91,2097,95.84095064,514,478,4,80,1076,49.1773309,1288,804,4,91,2187,99.95429616,1244,791,4,91,2130,97.34917733,1188,782,4,91,2065,94.37842779,3048,5744,92,1147,10031,545,712,0,10,1267,12.63084438,259,21,0,0,280,12.79707495
58186,53958,51432,47748,17.93902313,54123,50338,47274,45468,112309,93216,17.00041849,,408527,,,,,689,1104,559,485,2837,313,859,544,471,2187,77.08847374,689,1095,552,484,2820,99.40077547,687,1099,557,485,2828,99.68276348,294,761,472,447,1974,69.58054283,689,1104,559,485,2837,100,689,1104,559,485,2837,100,641,1064,548,473,2726,96.08741628,2935,10077,8947,8078,30037,84,245,5,10,344,1.145254187,121,30,5,0,156,5.498766302
8496,8364,8274,7869,7.379943503,8058,7843,7727,7512,16554,15381,7.085900689,76980,64143,83.32424006,27.11,78.29,70.73,744,525,5,92,1366,73,258,5,87,423,30.96632504,743,522,5,92,1362,99.70717423,743,523,5,92,1363,99.78038067,286,325,5,87,703,51.46412884,744,525,5,92,1366,100,736,521,5,92,1354,99.12152269,706,505,5,88,1304,95.46120059,1775,3403,79,1138,6395,188,306,0,9,503,7.865519937,182,15,0,0,197,14.42166911
12362,11792,11668,11268,8.849700696,11429,11418,10860,10795,23791,22063,7.263250809,124847,91592,73.3633968,17.08,70.14,62.1,983,1052,3,43,2081,58,437,3,39,537,25.80490149,977,1044,3,43,2067,99.32724652,982,1044,3,43,2072,99.56751562,450,728,3,39,1220,58.62566074,983,1052,3,43,2081,100,983,1052,3,43,2081,100,947,1034,3,41,2025,97.30898606,2523,7371,50,479,10423,415,930,0,10,1355,13.00009594,277,54,0,0,331,15.90581451
11929,11648,11588,11701,1.911308576,11559,11289,11357,11367,23488,23068,1.788147139,117054,92438,78.97038973,21.23,75.89,68.3,1480,1207,0,41,2728,77,401,0,38,516,18.91495601,1480,1196,0,41,2717,99.59677419,1480,1196,0,41,2717,99.59677419,691,778,0,39,1508,55.27859238,1480,1207,0,41,2728,100,1476,1205,0,41,2722,99.78005865,1463,1198,0,41,2702,99.04692082,3329,7410,0,487,11226,564,1153,0,0,1717,15.29485124,280,30,0,0,310,11.36363636
16050,16093,16031,15916,0.834890966,15142,14917,15063,15128,31192,31044,0.474480636,149387,124340,83.23348082,47.6,88.62,84.04,334,1079,4,31,1448,54,601,4,26,685,47.30662983,334,1074,4,31,1443,99.65469613,334,1076,4,31,1445,99.79281768,304,1022,4,31,1361,93.99171271,334,1079,4,31,1448,100,334,1079,4,31,1448,100,306,1043,4,31,1384,95.5801105,1191,8925,62,387,10565,158,1109,0,28,1295,12.25745386,86,51,0,0,137,9.461325967
4214,4027,3980,3937,6.573327005,3918,3877,3921,3930,8132,7867,3.258730939,39503,31804,80.51034099,14.62,82.52,77.91,168,346,2,21,537,31,233,2,21,287,53.44506518,168,346,2,21,537,100,168,346,2,21,537,100,122,309,2,20,453,84.3575419,168,346,2,21,537,100,160,343,2,21,526,97.95158287,162,340,2,21,525,97.76536313,543,2418,16,222,3199,45,341,0,5,391,12.22256955,38,22,0,0,60,11.17318436
23718,23355,22874,22370,5.683447171,22355,23062,21705,21571,46073,43941,4.627439064,222820,181010,81.23597523,41.35,72.56,66.59,1091,1334,20,127,2572,174,716,20,121,1031,40.08553655,1075,1320,19,126,2540,98.75583204,1089,1327,20,124,2560,99.53343701,512,915,20,117,1564,60.80870918,1091,1334,20,127,2572,100,1059,1314,20,125,2518,97.90046656,1033,1307,20,127,2487,96.69517885,2990,10241,289,1493,15013,315,1100,0,36,1451,9.664957037,159,30,0,0,189,7.34836703
7098,7207,7136,7091,0.098619329,6829,6725,6758,6818,13927,13909,0.129245351,73751,55662,75.47287494,17.17,61.12,54.32,416,521,0,3,940,39,231,0,3,273,29.04255319,395,515,0,3,913,97.12765957,414,519,0,3,936,99.57446809,161,320,0,3,484,51.4893617,416,521,0,3,940,100,370,506,0,3,879,93.5106383,324,485,0,3,812,86.38297872,1124,3751,0,37,4912,126,400,0,0,526,10.70846906,102,20,0,0,122,12.9787234
34967,33529,32455,30808,11.89407155,32586,31194,29934,28874,67553,59682,11.65159208,,254347,,90.94,88.48,84.8,433,723,54,647,1857,183,544,44,627,1398,75.28271405,432,713,54,646,1845,99.35379645,433,716,53,647,1849,99.56919763,195,506,38,533,1272,68.49757674,433,723,54,647,1857,100,433,723,54,647,1857,100,379,692,50,631,1752,94.3457189,2010,6980,978,9823,19791,37,119,0,4,160,0.808448285,28,10,1,2,41,2.207862143
10016,10082,9802,9537,4.782348243,9651,9480,9240,9177,19667,18714,4.845680582,99317,76985,77.51442351,22.26,70.08,61.55,1012,716,0,47,1775,64,321,0,44,429,24.16901408,1005,711,0,47,1763,99.32394366,1010,709,0,47,1766,99.49295775,407,466,0,45,918,51.71830986,1012,716,0,47,1775,100,978,701,0,46,1725,97.18309859,876,674,0,47,1597,89.97183099,2450,5233,0,507,8190,358,571,0,1,930,11.35531136,240,20,0,0,260,14.64788732
28216,27869,27375,26672,5.472072583,25972,26008,25662,25479,54188,52151,3.759134864,,213253,,,,,969,1418,1,60,2448,100,444,1,45,590,24.10130719,965,1354,1,60,2380,97.22222222,967,1363,1,60,2391,97.67156863,723,1218,1,56,1998,81.61764706,969,1418,1,60,2448,100,707,1304,1,58,2070,84.55882353,837,1358,1,60,2256,92.15686275,2908,10833,16,649,14406,150,923,0,24,1097,7.614882688,227,25,0,0,252,10.29411765
7569,7322,7083,7055,6.790857445,7186,7019,6723,6889,14755,13944,5.496441884,,56846,,,,,824,595,0,21,1440,54,209,0,19,282,19.58333333,824,593,0,21,1438,99.86111111,823,593,0,21,1437,99.79166667,400,400,0,19,819,56.875,824,595,0,21,1440,100,796,585,0,21,1402,97.36111111,741,558,0,20,1319,91.59722222,1850,3673,0,231,5754,404,762,0,6,1172,20.36843935,197,18,0,0,215,14.93055556
7772,7666,7473,7296,6.124549665,7582,7359,7131,7210,15354,14506,5.522990752,78988,59489,75.31397174,24.6,69.2,61.3,935,590,2,27,1554,74,325,2,26,427,27.47747748,934,589,2,27,1552,99.87129987,934,587,2,27,1550,99.74259974,305,382,2,25,714,45.94594595,934,590,2,27,1553,99.93564994,934,590,2,27,1553,99.93564994,861,574,2,27,1464,94.20849421,2056,4207,18,301,6582,398,553,0,5,956,14.52446065,257,23,0,0,280,18.01801802
